name,country,state,latitude,longitude,population
Randallstown,United States,Maryland,39.36733,-76.79525,32430
Randolph,United States,Massachusetts,42.1626,-71.04116,32112
Randolph,United States,New Jersey,40.84829,-74.58148,25734
Rapid City,United States,South Dakota,44.08054,-103.23101,73569
Raymore,United States,Missouri,38.80195,-94.45273,20374
Raytown,United States,Missouri,39.00862,-94.46356,29401
Reading,United States,Massachusetts,42.52565,-71.09533,24747
Reading,United States,Pennsylvania,40.33565,-75.92687,87879
Red Wing,United States,Minnesota,44.56247,-92.5338,16445
Redan,United States,Georgia,33.74538,-84.13158,33015
Redding,United States,California,40.58654,-122.39168,91582
Redford,United States,Michigan,42.38337,-83.2966,49936
Redland,United States,Maryland,39.14539,-77.14415,17242
Redlands,United States,California,34.05557,-117.18254,71035
Redmond,United States,Oregon,44.27262,-121.17392,28654
Redmond,United States,Washington,47.67399,-122.12151,60598
Redondo Beach,United States,California,33.84918,-118.38841,68166
Redwood City,United States,California,37.48522,-122.23635,85288
Reedley,United States,California,36.59634,-119.4504,25569
Rego Park,United States,New York,40.72649,-73.85264,43925
Reisterstown,United States,Maryland,39.46976,-76.8319,25968
Reno,United States,Nevada,39.52963,-119.8138,264165
Renton,United States,Washington,47.48288,-122.21707,100242
Republic,United States,Missouri,37.12005,-93.48019,16005
Reseda,United States,California,34.20112,-118.53647,65000
Reston,United States,Virginia,38.96872,-77.3411,58404
Revere,United States,Massachusetts,42.40843,-71.01199,53422
Rexburg,United States,Idaho,43.82602,-111.78969,27663
Reynoldsburg,United States,Ohio,39.95479,-82.81212,37158
Rhawnhurst,United States,Pennsylvania,40.06178,-75.05573,25581
Rialto,United States,California,34.1064,-117.37032,103132
Richardson,United States,Texas,32.94818,-96.72972,110815
Richfield,United States,Minnesota,44.8833,-93.283,36216
Richland,United States,Washington,46.28569,-119.28446,54248
Richmond,United States,Indiana,39.82894,-84.89024,35854
Richmond,United States,Kentucky,37.74786,-84.29465,33533
Richmond,United States,Virginia,37.55376,-77.46026,226610
Richmond,United States,California,37.93576,-122.34775,109708
Richmond Hill,United States,New York,40.69983,-73.83125,98984
Richmond West,United States,Florida,25.6105,-80.42971,35884
Ridgecrest,United States,California,35.62246,-117.6709,28780
Ridgeland,United States,Mississippi,32.42848,-90.13231,24351
Ridgewood,United States,New Jersey,40.97926,-74.11653,25621
Ridgewood,United States,New York,40.7001,-73.90569,69317
Rio Linda,United States,California,38.69101,-121.44857,15106
Rio Rancho,United States,New Mexico,35.23338,-106.66447,87521
Rio Rico,United States,Arizona,31.47148,-110.97648,18962
Ripon,United States,California,37.74159,-121.12438,15151
Rittenhouse,United States,Pennsylvania,39.94845,-75.17212,21582
River Falls,United States,Wisconsin,44.86136,-92.62381,15269
Riverbank,United States,California,37.73604,-120.93549,24122
Riverdale,United States,Georgia,33.57261,-84.41326,15989
Riverside,United States,Ohio,39.77978,-84.1241,24972
Riverside,United States,California,33.95335,-117.39616,317261
Riverton,United States,Utah,40.52189,-111.9391,41900
Riverview,United States,Florida,27.86614,-82.32648,71050
Riviera Beach,United States,Florida,26.77534,-80.0581,34005
Roanoke,United States,Virginia,37.27097,-79.94143,100011
Roanoke Rapids,United States,North Carolina,36.46154,-77.65415,15345
Rochester,United States,Minnesota,44.02163,-92.4699,112225
Rochester,United States,New Hampshire,43.30453,-70.97562,30038
Rochester,United States,New York,43.15478,-77.61556,209802
Rochester Hills,United States,Michigan,42.65837,-83.14993,73424
Rock Hill,United States,South Carolina,34.92487,-81.02508,71548
Rock Island,United States,Illinois,41.50948,-90.57875,38620
Rock Springs,United States,Wyoming,41.58746,-109.2029,23962
Rockford,United States,Illinois,42.27113,-89.094,148278
Rockland,United States,Massachusetts,42.13066,-70.91616,17982
Rockledge,United States,Florida,28.35084,-80.72533,24926
Rocklin,United States,California,38.79073,-121.23578,61213
Rockville,United States,Maryland,39.084,-77.15276,66980
Rockville Centre,United States,New York,40.65871,-73.64124,24201
Rockwall,United States,Texas,32.93123,-96.45971,42566
Rocky Mount,United States,North Carolina,35.93821,-77.79053,55806
Rocky River,United States,Ohio,41.4756,-81.8393,20376
Rogers,United States,Arkansas,36.33202,-94.11854,63159
Rogers Park,United States,Illinois,42.00864,-87.66672,54402
Rohnert Park,United States,California,38.33964,-122.7011,42407
Rolla,United States,Missouri,37.95143,-91.77127,20019
Rolling Meadows,United States,Illinois,42.08419,-88.01313,24190
Rome,United States,Georgia,34.25704,-85.16467,36323
Rome,United States,New York,43.21285,-75.45573,32573
Romeoville,United States,Illinois,41.64753,-88.08951,39719
Romulus,United States,Michigan,42.22226,-83.3966,23417
Ronkonkoma,United States,New York,40.821,-73.143,19082
Roosevelt,United States,New York,40.67871,-73.58902,16258
Rosamond,United States,California,34.86414,-118.16341,18150
Rose Hill,United States,Virginia,38.78872,-77.11276,20226
Roseburg,United States,Oregon,43.2165,-123.34174,22114
Rosedale,United States,Maryland,39.32011,-76.51552,19257
Rosedale,United States,New York,40.66205,-73.73541,25812
Roselle,United States,Illinois,41.98475,-88.07979,22994
Roselle,United States,New Jersey,40.65223,-74.25882,21670
Rosemead,United States,California,34.08057,-118.07285,54908
Rosemont,United States,California,38.55185,-121.36467,22681
Rosemount,United States,Minnesota,44.73941,-93.12577,23413
Rosenberg,United States,Texas,29.55718,-95.80856,35510
Roseville,United States,Michigan,42.49726,-82.93714,47637
Roseville,United States,Minnesota,45.00608,-93.15661,35580
Roseville,United States,California,38.75212,-121.28801,130269
Roslindale,United States,Massachusetts,42.29121,-71.1245,27683
Rossville,United States,Maryland,39.33844,-76.47968,15147
Rossville,United States,New York,40.54929,-74.21019,18792
Roswell,United States,Georgia,34.02316,-84.36159,94501
Roswell,United States,New Mexico,33.39437,-104.52491,48544
Rotterdam,United States,New York,42.78702,-73.97096,20652
Round Lake,United States,Illinois,42.35336,-88.09341,18461
Round Lake Beach,United States,Illinois,42.37169,-88.09008,27852
Round Rock,United States,Texas,30.50826,-97.6789,115997
Rowland Heights,United States,California,33.97612,-117.90534,48993
Rowlett,United States,Texas,32.9029,-96.56388,60236
Roxbury Crossing,United States,Massachusetts,42.33065,-71.09116,15248
Roy,United States,Utah,41.16161,-112.02633,37964
Royal Oak,United States,Michigan,42.48948,-83.14465,59008
Royal Palm Beach,United States,Florida,26.7084,-80.2306,37633
Rubidoux,United States,California,33.99613,-117.4056,34280
Ruskin,United States,Florida,27.72086,-82.43315,17208
Russellville,United States,Arkansas,35.27842,-93.13379,29166
Ruston,United States,Louisiana,32.52321,-92.63793,22340
Rutherford,United States,New Jersey,40.82649,-74.10681,18690
Rutland,United States,Vermont,43.61062,-72.97261,15824
Rye,United States,New York,40.98065,-73.68374,16046
Sachse,United States,Texas,32.97623,-96.59527,24554
Saco,United States,Maine,43.50092,-70.44283,19078
Sacramento,United States,California,38.58157,-121.4944,524943
Safety Harbor,United States,Florida,27.99085,-82.69316,17454
Saginaw,United States,Texas,32.86013,-97.36391,22079
Saginaw,United States,Michigan,43.41947,-83.95081,49347
Saginaw Township North,United States,Michigan,43.46004,-84.00674,24994
Sahuarita,United States,Arizona,31.95758,-110.95565,25707
Saint Andrews,United States,South Carolina,34.043,-81.101,21151
Saint Charles,United States,Maryland,38.60317,-76.93858,36376
Saint Charles,United States,Missouri,38.78394,-90.48123,65794
Saint Clair Shores,United States,Michigan,42.49698,-82.88881,59715
Saint Cloud,United States,Florida,28.2489,-81.28118,35183
Saint Cloud,United States,Minnesota,45.5608,-94.16249,65842
Saint George,United States,Utah,37.10415,-113.58412,72897
Saint Joseph,United States,Missouri,39.76861,-94.84663,76780
Saint Louis Park,United States,Minnesota,44.9483,-93.34801,45250
Saint Matthews,United States,Kentucky,38.25285,-85.65579,17472
Saint Michael,United States,Minnesota,45.20996,-93.66496,16399
Saint Paul,United States,Minnesota,44.94441,-93.09327,303176
Saint Peters,United States,Missouri,38.80033,-90.62651,52575
Salem,United States,Virginia,37.29347,-80.05476,25432
Salem,United States,Massachusetts,42.51977,-70.89552,42869
Salem,United States,New Hampshire,42.78842,-71.20089,29549
Salem,United States,Oregon,44.9429,-123.0351,175535
Salina,United States,Kansas,38.84028,-97.61142,47813
Salinas,United States,California,36.67774,-121.6555,157380
Salisbury,United States,Maryland,38.36067,-75.59937,32899
Salisbury,United States,North Carolina,35.67097,-80.47423,34017
Salmon Creek,United States,Washington,45.71067,-122.64899,19686
Salt Lake City,United States,Utah,40.76078,-111.89105,215548
Sammamish,United States,Washington,47.64177,-122.0804,52253
San Angelo,United States,Texas,31.46377,-100.43704,99893
San Antonio,United States,Texas,29.42412,-98.49363,1526656
San Benito,United States,Texas,26.13258,-97.6311,24496
San Bernardino,United States,California,34.10834,-117.28977,216108
San Bruno,United States,California,37.63049,-122.41108,43185
San Carlos,United States,California,37.50716,-122.26052,29931
San Carlos Park,United States,Florida,26.4673,-81.80147,16824
San Clemente,United States,California,33.42697,-117.61199,65526
San Diego,United States,California,32.71571,-117.16472,1404452
San Dimas,United States,California,34.10668,-117.80673,34630
San Fernando,United States,California,34.28195,-118.43897,24931
San Francisco,United States,California,37.77493,-122.41942,827526
San Gabriel,United States,California,34.09611,-118.10583,40424
San Jacinto,United States,California,33.78391,-116.95864,46951
San Jose,United States,California,37.33939,-121.89496,997368
San Juan,United States,Texas,26.18924,-98.15529,36556
San Juan Capistrano,United States,California,33.50169,-117.66255,36454
San Leandro,United States,California,37.72493,-122.15608,90712
San Lorenzo,United States,California,37.67412,-122.13321,23452
San Luis,United States,Arizona,32.487,-114.78218,31520
San Luis Obispo,United States,California,35.28275,-120.65962,47339
San Marcos,United States,Texas,29.88327,-97.94139,60684
San Marcos,United States,California,33.14337,-117.16614,92931
San Mateo,United States,California,37.56299,-122.32553,103536
San Pablo,United States,California,37.96215,-122.34553,30407
San Pedro,United States,California,33.73585,-118.29229,83556
San Rafael,United States,California,37.97353,-122.53109,59162
San Ramon,United States,California,37.77993,-121.97802,76134
San Tan Valley,United States,Arizona,33.1911,-111.528,81321
Sand Springs,United States,Oklahoma,36.13981,-96.10889,19783
Sandalfoot Cove,United States,Florida,26.33863,-80.1869,16582
Sandusky,United States,Ohio,41.44894,-82.70796,25212
Sandy,United States,Utah,40.59161,-111.8841,87461
Sandy Hills,United States,Utah,40.58106,-111.85077,89575
Sandy Springs,United States,Georgia,33.92427,-84.37854,105330
Sanford,United States,Florida,28.80055,-81.27312,58111
Sanford,United States,North Carolina,35.47988,-79.1803,29144
Sanford,United States,Maine,43.43925,-70.77422,20893
Sanger,United States,California,36.70801,-119.55597,24950
Santa Ana,United States,California,33.74557,-117.86783,310227
Santa Barbara,United States,California,34.42083,-119.69819,91842
Santa Clara,United States,California,37.35411,-121.95524,126215
Santa Clarita,United States,California,34.39166,-118.54259,182371
Santa Cruz,United States,California,36.97412,-122.0308,64220
Santa Fe,United States,New Mexico,35.68698,-105.9378,87505
Santa Fe Springs,United States,California,33.94724,-118.08535,18026
Santa Maria,United States,California,34.95303,-120.43572,105093
Santa Monica,United States,California,34.01949,-118.49138,93220
Santa Paula,United States,California,34.35417,-119.05927,30546
Santa Rosa,United States,California,38.44047,-122.71443,178127
Santa Rosa Beach,United States,Florida,30.39603,-86.22883,32459
Santee,United States,California,32.83838,-116.97392,57787
Sapulpa,United States,Oklahoma,35.9987,-96.11417,20579
Sarasota,United States,Florida,27.33643,-82.53065,55118
Saratoga,United States,California,37.26383,-122.02301,30968
Saratoga Springs,United States,New York,43.08313,-73.78457,27765
Saratoga Springs,United States,Utah,40.34912,-111.90466,25407
Sartell,United States,Minnesota,45.62163,-94.20694,16788
Saugus,United States,Massachusetts,42.46482,-71.01005,26628
Savage,United States,Minnesota,44.77913,-93.33634,30391
Savannah,United States,Georgia,32.08354,-81.09983,147780
Sawtelle,United States,California,34.0363,-118.44949,39757
Sayreville,United States,New Jersey,40.45927,-74.36098,44920
Sayreville Junction,United States,New Jersey,40.46538,-74.33043,42890
Sayville,United States,New York,40.73593,-73.08206,16853
Scaggsville,United States,Maryland,39.14511,-76.90025,24333
Scarsdale,United States,New York,41.0051,-73.78458,17885
Schaumburg,United States,Illinois,42.03336,-88.08341,74693
Schenectady,United States,New York,42.81424,-73.93957,65305
Schererville,United States,Indiana,41.47892,-87.45476,28791
Schertz,United States,Texas,29.55217,-98.26973,43091
Schofield Barracks,United States,Hawaii,21.49837,-158.06515,16370
Schofield-Wheeler,United States,Hawaii,21.48394,-158.04681,20452
Scotch Plains,United States,New Jersey,40.65538,-74.38987,23584
Scottsdale,United States,Arizona,33.50921,-111.89903,236839
Scranton,United States,Pennsylvania,41.40916,-75.6649,77118
SeaTac,United States,Washington,47.44846,-122.29217,28215
Seabrook,United States,Maryland,38.974,-76.849,17287
Seaford,United States,New York,40.66593,-73.48818,15294
Seagoville,United States,Texas,32.63958,-96.53832,15894
Seal Beach,United States,California,33.74141,-118.10479,24619
Searcy,United States,Arkansas,35.25064,-91.73625,24196
Seaside,United States,California,36.61107,-121.85162,33025
Seattle,United States,Washington,47.60621,-122.33207,780995
Sebastian,United States,Florida,27.81641,-80.47061,24007
Secaucus,United States,New Jersey,40.78955,-74.05653,19104
Security-Widefield,United States,Colorado,38.74728,-104.71439,32882
Sedalia,United States,Missouri,38.70446,-93.22826,21516
Seguin,United States,Texas,29.56884,-97.96473,27864
Selden,United States,New York,40.86649,-73.03566,19851
Selma,United States,Alabama,32.40736,-87.0211,19519
Selma,United States,California,36.57078,-119.61208,24414
Seminole,United States,Florida,27.83975,-82.79121,18153
Setauket-East Setauket,United States,New York,40.93064,-73.10179,15477
Seven Oaks,United States,South Carolina,34.04876,-81.14648,15144
Severn,United States,Maryland,39.13705,-76.6983,44231
Severna Park,United States,Maryland,39.07039,-76.54524,37634
Sevierville,United States,Tennessee,35.86815,-83.56184,16490
Sewell,United States,New Jersey,39.7665,-75.14434,37433
Seymour,United States,Indiana,38.95922,-85.89025,19478
Seymour,United States,Connecticut,41.39676,-73.07594,16562
Shafter,United States,California,35.50051,-119.27178,18336
Shaker Heights,United States,Ohio,41.47394,-81.53707,27646
Shakopee,United States,Minnesota,44.79802,-93.5269,39981
Shaw,United States,District of Columbia,38.91206,-77.02137,17639
Shawnee,United States,Kansas,39.04167,-94.72024,65046
Shawnee,United States,Oklahoma,35.32729,-96.9253,31286
Sheboygan,United States,Wisconsin,43.75083,-87.71453,48797
Sheepshead Bay,United States,New York,40.59122,-73.94458,122534
Shelby,United States,North Carolina,35.29235,-81.53565,20189
Shelby,United States,Michigan,42.67087,-83.03298,74099
Shelbyville,United States,Indiana,39.52144,-85.77692,19133
Shelbyville,United States,Kentucky,38.21201,-85.22357,15253
Shelbyville,United States,Tennessee,35.48341,-86.46027,21317
Shelton,United States,Connecticut,41.31649,-73.09316,41296
Shenandoah,United States,Louisiana,30.4013,-91.00094,18399
Sheridan,United States,Wyoming,44.79719,-106.95618,17873
Sherman,United States,Texas,33.63566,-96.60888,40667
Sherman Oaks,United States,California,34.15112,-118.44925,52677
Sherrelwood,United States,Colorado,39.83776,-105.00137,18287
Sherwood,United States,Arkansas,34.81509,-92.22432,30517
Sherwood,United States,Oregon,45.35651,-122.8401,19283
Shirley,United States,New York,40.80149,-72.8676,27854
Shively,United States,Kentucky,38.20007,-85.82274,15713
Shoreline,United States,Washington,47.75565,-122.34152,55439
Shoreview,United States,Minnesota,45.07913,-93.14717,26477
Shorewood,United States,Illinois,41.52003,-88.20173,16747
Short Pump,United States,Virginia,37.65042,-77.61249,24729
Shreveport,United States,Louisiana,32.52515,-93.75018,187593
Shrewsbury,United States,Massachusetts,42.29593,-71.71285,33893
Sicklerville,United States,New Jersey,39.71734,-74.96933,42891
Sidney,United States,Ohio,40.28422,-84.1555,20858
Sierra Vista,United States,Arizona,31.55454,-110.30369,43355
Sikeston,United States,Missouri,36.87672,-89.58786,16436
Siloam Springs,United States,Arkansas,36.18814,-94.5405,16081
Silver Firs,United States,Washington,47.86602,-122.1551,20891
Silver Lake,United States,California,34.08668,-118.27023,32890
Silver Spring,United States,Maryland,38.99067,-77.02609,71452
Silverdale,United States,Washington,47.64454,-122.69487,19204
Simi Valley,United States,California,34.26945,-118.78148,126788
Simpsonville,United States,South Carolina,34.73706,-82.25428,20736
Sioux City,United States,Iowa,42.49999,-96.40031,82821
Sioux Falls,United States,South Dakota,43.54369,-96.72796,171544
Skokie,United States,Illinois,42.03336,-87.73339,64821
Slidell,United States,Louisiana,30.27519,-89.78117,27942
Smithfield,United States,Rhode Island,41.92204,-71.54951,21872
Smithtown,United States,New York,40.85593,-73.20067,26470
Smyrna,United States,Georgia,33.88399,-84.51438,56146
Smyrna,United States,Tennessee,35.98284,-86.5186,46607
Snellville,United States,Georgia,33.85733,-84.01991,19733
Socastee,United States,South Carolina,33.6835,-78.99837,19952
Socorro,United States,Texas,31.65456,-106.30331,33222
Socorro Mission Number 1 Colonia,United States,Texas,31.63622,-106.29054,28637
Soledad,United States,California,36.42469,-121.32632,25003
Solon,United States,Ohio,41.38978,-81.44123,23043
Somerset,United States,Massachusetts,41.76955,-71.12866,18165
Somerset,United States,New Jersey,40.4976,-74.48849,22083
Somerton,United States,Pennsylvania,40.12344,-75.01489,33247
Somerton,United States,Arizona,32.59644,-114.70968,15048
Somerville,United States,Massachusetts,42.3876,-71.0995,80318
South Bel Air,United States,Maryland,39.53316,-76.33746,48828
South Bend,United States,Indiana,41.68338,-86.25001,101516
South Boston,United States,Massachusetts,42.33343,-71.04949,571281
South Bradenton,United States,Florida,27.4631,-82.58176,22178
South Burlington,United States,Vermont,44.46699,-73.17096,18791
South Chicago,United States,Illinois,41.73977,-87.55425,28095
South El Monte,United States,California,34.05195,-118.04673,20878
South Elgin,United States,Illinois,41.99419,-88.2923,22365
South Euclid,United States,Ohio,41.52311,-81.51846,21794
South Fulton,United States,Georgia,33.59259,-84.67294,107436
South Gate,United States,Maryland,39.129,-76.6258,29658
South Gate,United States,California,33.95474,-118.21202,96401
South Hadley,United States,Massachusetts,42.25842,-72.57453,17652
South Hill,United States,Washington,47.14121,-122.27012,52431
South Holland,United States,Illinois,41.60087,-87.60699,22043
South Houston,United States,Texas,29.66301,-95.23549,17544
South Jordan,United States,Utah,40.56217,-111.92966,66648
South Jordan Heights,United States,Utah,40.56384,-111.94938,37141
South Kingstown,United States,Rhode Island,41.44718,-71.52494,30826
South Lake Tahoe,United States,California,38.93324,-119.98435,21706
South Laurel,United States,Maryland,39.06983,-76.85025,26112
South Lawndale,United States,Illinois,41.84364,-87.71255,73826
South Miami Heights,United States,Florida,25.59761,-80.38061,36770
South Milwaukee,United States,Wisconsin,42.91057,-87.86064,21233
South Ogden,United States,Utah,41.19189,-111.97133,16955
South Old Bridge,United States,New Jersey,40.40816,-74.35432,23233
South Orange,United States,New Jersey,40.74899,-74.26126,17295
South Ozone Park,United States,New York,40.6701,-73.81902,75878
South Pasadena,United States,California,34.11612,-118.15035,26151
South Peabody,United States,Massachusetts,42.50982,-70.94949,50293
South Plainfield,United States,New Jersey,40.57927,-74.41154,24290
South Portland,United States,Maine,43.64147,-70.24088,25556
South Portland Gardens,United States,Maine,43.63897,-70.31533,23893
South Riding,United States,Virginia,38.92094,-77.50388,24256
South River,United States,New Jersey,40.44649,-74.38598,16399
South Saint Paul,United States,Minnesota,44.89274,-93.03494,20160
South Salt Lake,United States,Utah,40.71884,-111.88827,24788
South San Francisco,United States,California,37.65466,-122.40775,67271
South San Jose Hills,United States,California,34.01279,-117.90478,20551
South Shore,United States,Illinois,41.76198,-87.57783,51451
South Suffolk,United States,Virginia,36.71709,-76.59023,80690
South Valley,United States,New Mexico,35.01005,-106.67808,40976
South Vineland,United States,New Jersey,39.44595,-75.02879,58122
South Whittier,United States,California,33.95015,-118.03917,57156
South Windsor,United States,Connecticut,41.82371,-72.6212,24412
South Yuba City,United States,California,39.11656,-121.63913,15217
Southaven,United States,Mississippi,34.98898,-90.01259,52589
Southbridge,United States,Massachusetts,42.0751,-72.03341,19030
Southbury,United States,Connecticut,41.48148,-73.21317,19836
Southchase,United States,Florida,28.39306,-81.3834,15921
Southfield,United States,Michigan,42.47337,-83.22187,73156
Southgate,United States,Michigan,42.21393,-83.19381,29293
Southglenn,United States,Colorado,39.58721,-104.95276,42268
Southington,United States,Connecticut,41.59649,-72.8776,43501
Southlake,United States,Texas,32.94124,-97.13418,29941
Southwest Waterfront,United States,District of Columbia,38.87934,-77.01758,15129
Spanaway,United States,Washington,47.10399,-122.43457,27227
Spanish Fork,United States,Utah,40.11496,-111.65492,37935
Spanish Lake,United States,Missouri,38.78783,-90.21594,19650
Spanish Springs,United States,Nevada,39.64908,-119.70741,15064
Sparks,United States,Nevada,39.53491,-119.75269,96094
Sparta,United States,New Jersey,41.03343,-74.63849,19722
Spartanburg,United States,South Carolina,34.94957,-81.93205,37867
Spokane,United States,Washington,47.65966,-117.42908,229447
Spokane Valley,United States,Washington,47.67323,-117.23937,94919
Spring,United States,Texas,30.07994,-95.41716,54298
Spring Hill,United States,Florida,28.47688,-82.52546,98621
Spring Hill,United States,Tennessee,35.75118,-86.93,36055
Spring Valley,United States,New York,41.11315,-74.04375,32598
Spring Valley,United States,California,32.74477,-116.99892,28205
Spring Valley,United States,Nevada,36.10803,-115.245,178395
Springboro,United States,Ohio,39.55228,-84.23327,18213
Springdale,United States,Arkansas,36.18674,-94.12881,77859
Springfield,United States,Illinois,39.80172,-89.64371,114394
Springfield,United States,Missouri,37.21533,-93.29824,170188
Springfield,United States,Ohio,39.92423,-83.80882,59680
Springfield,United States,Pennsylvania,39.93067,-75.32019,23363
Springfield,United States,Tennessee,36.50921,-86.885,16808
Springfield,United States,Virginia,38.78928,-77.1872,30484
Springfield,United States,Massachusetts,42.10148,-72.58981,154341
Springfield,United States,Oregon,44.04624,-123.02203,60870
Springfield Gardens,United States,New York,40.66312,-73.76221,30515
Springville,United States,Utah,40.16523,-111.61075,32286
St. Charles,United States,Illinois,41.91419,-88.30869,32974
St. Charles,United States,Maryland,38.60728,-76.92478,33379
St. Johns,United States,Florida,30.0815,-81.54774,40000
St. Louis,United States,Missouri,38.62727,-90.19789,279695
St. Marys,United States,Georgia,30.73051,-81.54649,17968
St. Petersburg,United States,Florida,27.77086,-82.67927,257083
Stafford,United States,Texas,29.61607,-95.55772,18459
Stallings,United States,North Carolina,35.0907,-80.68618,15270
Stamford,United States,Connecticut,41.05343,-73.53873,128874
Stanton,United States,California,33.80252,-117.99312,38872
Starkville,United States,Mississippi,33.45049,-88.81961,25366
State College,United States,Pennsylvania,40.79339,-77.86,42161
Staten Island,United States,New York,40.56233,-74.13986,468730
Statesboro,United States,Georgia,32.44879,-81.78317,30721
Statesville,United States,North Carolina,35.78264,-80.8873,26221
Staunton,United States,Virginia,38.14991,-79.0732,24416
Stephenville,United States,Texas,32.2207,-98.20226,20120
Sterling,United States,Virginia,39.00622,-77.4286,27822
Sterling,United States,Illinois,41.78864,-89.69622,15057
Sterling Heights,United States,Michigan,42.58031,-83.0302,132052
Steubenville,United States,Ohio,40.36979,-80.63396,18219
Stevens Point,United States,Wisconsin,44.52358,-89.57456,26604
Stevenson Ranch,United States,California,34.39048,-118.57372,17557
Stillwater,United States,Oklahoma,36.11561,-97.05837,48967
Stillwater,United States,Minnesota,45.05636,-92.80604,18924
Stockbridge,United States,Georgia,33.54428,-84.23381,28202
Stockton,United States,California,37.9577,-121.29078,305658
Stonecrest,United States,Georgia,33.70849,-84.13485,50000
Stonegate,United States,California,33.70534,-117.74009,18938
Stoneham,United States,Massachusetts,42.4801,-71.0995,21437
Storrs,United States,Connecticut,41.80843,-72.24952,15344
Stoughton,United States,Massachusetts,42.1251,-71.10227,26915
Stow,United States,Ohio,41.1595,-81.44039,34797
Stratford,United States,Connecticut,41.18454,-73.13317,51384
Strawberry Mansion,United States,Pennsylvania,39.98345,-75.18268,15778
Streamwood,United States,Illinois,42.02558,-88.17841,40554
Streetsboro,United States,Ohio,41.23922,-81.34594,16312
Strongsville,United States,Ohio,41.3145,-81.83569,44668
Stuart,United States,Florida,27.19755,-80.25283,16462
Studio City,United States,California,34.14862,-118.39647,34034
Sudbury,United States,Massachusetts,42.38343,-71.41617,17343
Sudley,United States,Virginia,38.79289,-77.49749,16203
Suffolk,United States,Virginia,36.72836,-76.58496,88161
Sugar Hill,United States,Georgia,34.10649,-84.03352,21747
Sugar Land,United States,Texas,29.61968,-95.63495,88156
Suisun,United States,California,38.23825,-122.04024,28111
Suitland,United States,Maryland,38.84872,-76.92386,25825
Suitland-Silver Hill,United States,Maryland,38.84685,-76.92591,33515
Sulphur,United States,Louisiana,30.23659,-93.37738,20189
Sulphur Springs,United States,Texas,33.13845,-95.60107,16098
Summerlin South,United States,Nevada,36.11708,-115.33001,24085
Summerville,United States,South Carolina,33.0185,-80.17565,48848
Summit,United States,New Jersey,40.71562,-74.36468,22074
Sumter,United States,South Carolina,33.92044,-80.34147,40816
Sun City,United States,Arizona,33.59754,-112.27182,37499
Sun City,United States,California,33.70919,-117.19726,19579
Sun City Center,United States,Florida,27.71809,-82.35176,19258
Sun City West,United States,Arizona,33.66198,-112.34127,24535
Sun Prairie,United States,Wisconsin,43.1836,-89.21373,32365
Sun Valley,United States,Nevada,39.5963,-119.77602,19299
Sunland,United States,California,34.26695,-118.3023,15316
Sunland Park,United States,New Mexico,31.7965,-106.57999,15940
Sunny Isles Beach,United States,Florida,25.95065,-80.12282,22123
Sunnyside,United States,New York,40.73982,-73.93542,49833
Sunnyside,United States,Washington,46.32374,-120.00865,16325
Sunnyvale,United States,California,37.36883,-122.03635,155805
Sunrise,United States,Florida,26.13397,-80.1131,84439
Sunrise Manor,United States,Nevada,36.21108,-115.07306,189372
Sunset,United States,Florida,25.70594,-80.35228,16389
Sunset Park,United States,New York,40.64548,-74.01241,126000
Superior,United States,Wisconsin,46.72077,-92.10408,26579
Surprise,United States,Arizona,33.63059,-112.33322,143148
Susanville,United States,California,40.41628,-120.65301,15247
Suwanee,United States,Georgia,34.05149,-84.0713,18694
Swansea,United States,Massachusetts,41.74816,-71.18977,16525
Sweetwater,United States,Florida,25.76343,-80.37311,20840
Sycamore,United States,Illinois,41.98892,-88.68675,17712
Sylmar,United States,California,34.30778,-118.44925,79614
Sylvania,United States,Ohio,41.71894,-83.71299,18965
Syosset,United States,New York,40.82621,-73.50207,18829
Syracuse,United States,New York,43.04812,-76.14742,144142
Syracuse,United States,Utah,41.08939,-112.06467,27395
Tacoma,United States,Washington,47.25288,-122.44429,222906
Tacony,United States,Pennsylvania,40.03122,-75.04434,17846
Tahlequah,United States,Oklahoma,35.91537,-94.96996,16598
Takoma Park,United States,Maryland,38.97789,-77.00748,17713
Talladega,United States,Alabama,33.43594,-86.1058,15709
Tallahassee,United States,Florida,30.43826,-84.28073,201731
Tallmadge,United States,Ohio,41.10145,-81.44178,17512
Tamarac,United States,Florida,26.21286,-80.24977,64681
Tamiami,United States,Florida,25.75871,-80.39839,55271
Tampa,United States,Florida,27.94752,-82.45843,414547
Tanque Verde,United States,Arizona,32.25174,-110.73731,16901
Tarpon Springs,United States,Florida,28.14612,-82.75677,24605
Taunton,United States,Massachusetts,41.9001,-71.08977,56789
Tavares,United States,Florida,28.80416,-81.72563,15430
Taylor,United States,Texas,30.57076,-97.40944,16702
Taylor,United States,Michigan,42.24087,-83.26965,61568
Taylors,United States,South Carolina,34.92039,-82.29623,21617
Taylorsville,United States,Utah,40.66772,-111.93883,60514
Teaneck,United States,New Jersey,40.8976,-74.01597,40078
Temecula,United States,California,33.49364,-117.14836,110003
Tempe,United States,Arizona,33.41477,-111.90931,175826
Tempe Junction,United States,Arizona,33.41421,-111.94348,158368
Temple,United States,Texas,31.09823,-97.34278,72277
Temple City,United States,California,34.10723,-118.05785,36365
Temple Terrace,United States,Florida,28.0353,-82.38926,25731
